Geni id,Geni profile name,BH database URL,BH theme,BH floor,BH location,Wikipedia URL
profile-2585560,David Sarnoff,,Press & Media,,,
profile-34629897709,Howard Stern,,Press & Media,,,
profile-34660154481,"Samuel Irving Newhouse, Sr.",,Press & Media,,,
profile-34664757688,Walter Lippmann,,Press & Media,,,
profile-34644247083,Janet Louise Yellen,,Diplomacy,,,
profile-5287993,Joseph Safra,,Economics,,,
profile-34653398619,Kurt Tucholsky,,Press & Media,,,
profile-39926574,Walter Winchell,,Press & Media,,,
profile-84014561,Barbara Walters,,Press & Media,,,
profile-34627474472,Mike Wallace,,Press & Media,,,
profile-34642372150,"David Halberstam, Activist, Author",,Press & Media,,,
profile-81833609,Arthur Hays Sulzberger,,Press & Media,,,
profile-23699541293,Katharine Graham,,Press & Media,,,
profile-34627835290,Carl Bernstein,,Press & Media,,,
profile-111778759,Wolf Blitzer,,Press & Media,,,
profile-68608060,Michael Rubens Bloomberg,,Press & Media,,,
profile-5010275,Art Buchwald,,Press & Media,,,
profile-34753376140,Steve Blank,,Economics,,,
profile-34753347372,Anne Klein,,Economics,,,
profile-34753347278,Alber Elbaz,,Economics,,,
profile-34753347173,Marius Nacht,,Economics,,,
profile-55425334,Dov Moran (Mintz),,Economics,,,
profile-34753346467,Chaim Mordechai Rumkowski,,The Holocaust,,,
profile-34723082935,Lena Silberman,,,,,
profile-36699770,Ilya Ehrenburg,,Press & Media,,,
profile-81837711,Adolph Simon Ochs,,Press & Media,,,
profile-89336421,Anne Frank,,The Holocaust,,,
profile-34629652092,Mordechai Anielewicz,,The Holocaust,,,
profile-112557027,Hanna Szenes,,The Holocaust,,,
profile-34667005193,Claude Lanzmann,,The Holocaust,,,
profile-34695762727,Deborah Esther Lipstadt,,The Holocaust,,,
profile-34678219783,Marek Edelman,,The Holocaust,,,
profile-34660676088,Dr. Herbert Hermann Marcuse,,Humanities & Religion,,,
profile-91601149,Ralph Lauren,,Economics,,,
profile-13302746,Gil Shwed,,Economics,,,
profile-34732618384,Adam Singolda,,Economics,,,
profile-63879969,Beni (Ben Zion) Landa,,Economics,,,
profile-34753156523,Isaac Mizrahi,,Economics,,,
profile-32841392,Helena Titus,,,,,
profile-11069355293,Michael Kors,,Economics,,,
profile-77504319,Levi Strauss,,Economics,,,
profile-34681228184,Calvin Richard Klein,,Economics,,,
profile-34687455876,Doris Lee Fisher,,Economics,,,
profile-34687467337,Donald Fisher,,Economics,,,
profile-111996253,"Israel Sieff, Baron Sieff",,,,,
profile-111995538,Michael Marks,,Economics,,,
profile-34694044162,Donna Ivy Karan,,Economics,,,
profile-34648625583,Estée Lauder,,Economics,,,
profile-34656539846,Lyman Gustavus Bloomingdale,,Economics,,,
profile-58000739,Joseph Bernard Bloomingdale,,Economics,,,
profile-34716254885,Adam Neumann,,Economics,,,
profile-1430627,Sheryl Sandberg,,Economics,,,
profile-34732152310,Yuri Milner,,Economics,,,
profile-34660782304,Ze'ev Stef Wertheimer,,Economics,,,
profile-34679630232,Michael Dell,,Economics,,,
profile-34663926255,Andy Grove,,Economics,,,
profile-34665623841,Larry Page,,Economics,,,
profile-103560659,"Jacob Rothschild, 4th Baron Rothschild",,Economics,,,
profile-44596984,"Nathan Rothschild, 1st Baron Rothschild",,Economics,,,
profile-20700212,Baron James Mayer de Rothschild,,Economics,,,
profile-34651830091,Larry Ellison,,Economics,,,
profile-10158586,Efi Efraim Arazi,,Economics,,,
profile-34657985615,Steve Ballmer,,Economics,,,
profile-74220438,Nathan Mayer Rothschild,,Economics,,,
profile-44596986,Lionel Nathan de Rothschild,,Economics,,,
profile-44578651,Baron Edmond James de Rothschild,,Economics,,,
profile-78921744,Jacob Schiff,,Economics,,,
profile-32463687,Robert Allan Pritzker,,Economics,,,
profile-34693279314,Mikhail Fridman,,Economics,,,
profile-34693178167,Jacob A. Frenkel,,Economics,,,
profile-114491281,Jay Arthur Pritzker,,Economics,,,
profile-34711163489,Corresponding member of the Academy of Sciences Boris Abramovich Berezovsky,,Economics,,,
profile-54636784,Hon. August Belmont I,,Economics,,,
profile-4147459,Edmond Jacob Safra,,Economics,,,
profile-34633697810,George Soros,,Economics,,,
profile-34661590628,Michael Robert Milken,,Economics,,,
profile-87275136,Emanuel (Mendel) Low Lehman,,Economics,,,
profile-10621975,Senator Herbert Henry Lehman,,Economics,,,
profile-78921085,Salomon Loeb,,Economics,,,
profile-66561585,Gerson Marcus Warburg,,Economics,,,
profile-66556753,Moses Marcus Warburg,,Economics,,,
profile-44562309,Sir Siegmund Warburg,,Economics,,,
profile-5490688,Samuel Sachs,,Economics,,,
profile-5490928,Marcus Goldman,,Economics,,,
profile-34626607850,Bernard Mannes Baruch,,Economics,,,
profile-34688552422,"Myron Samuel Scholes, Nobel Prize in Economics, 1997",,Economics,,,
profile-34711466860,"Richard Thaler, Nobel Prize in Economics, 2017",,Economics,,,
profile-36463144,"Joseph Eugene Stiglitz, Nobel Prize in Economic Sciences, 2001",,Economics,,,
profile-55792136,David Ricardo,,Economics,,,
profile-116276876,Nouriel Roubini,,Economics,,,
profile-9936714,"Paul Robin Krugman, Nobel Prize in Economic Sciences, 2008",,Economics,,,
profile-34687851276,"Leonid Vitaliyevich Kantorovich, Nobel Prize in Economics, 1975",,Economics,,,
profile-42731518,"Milton Friedman, Nobel Memorial Prize in Economic Sciences, 1976",,Economics,,,
profile-3116262293,Alan Greenspan,,Economics,,,
profile-61396293,Ludwig von Mises,,Economics,,,
profile-34659887392,"Paul Samuelson, Nobel Prize in Economic Sciences, 1970",,Economics,,,
profile-34653012843,"Franco Modigliani, Nobel Prize in Economic Sciences 1985",,Economics,,,
profile-34676614263,Amos Nathan Tversky,,Economics,,,
profile-44555073,Paul Moritz Warburg,,Economics,,,
profile-34625527906,Ben Shalom Bernanke,,Economics,,,
profile-34667190218,"Gary Stanley Becker, Nobel Prize in Economics, 1992",,Economics,,,
profile-34752632058,Samuel Simon Leibowitz,,Law,,,
profile-76541813,"Benjamin N. Cardozo, Associate Justice of the US Supreme Court",,Law,,,
profile-34637248729,"René Cassin, Nobel Peace Prize 1968",,Law,,,
profile-109955922,"Felix Frankfurter, Associate Justice of the U.S. Supreme Court",,Law,,,
profile-111186287,"Yitzhak Rabin, 5th Prime Minister of Israel",,Diplomacy,,,
profile-34623876139,"Chief Justice, Aharon Barak",,Law,,,
profile-34646839964,Ruth Bader Ginsburg,,Law,,,
profile-34752595675,Maguy Kakon,,Diplomacy,,,
profile-34752595770,Sergey Vladilenovich Kiriyenko,,Diplomacy,,,
profile-34752594313,Jerry Clyde Rubin,,Diplomacy,,,
profile-116557123,Lev Kamenev,,Diplomacy,,,
profile-34662847045,"Chuck Schumer, U.S. Senator",,Diplomacy,,,
profile-27968280,Walther Rathenau,,Diplomacy,,,
profile-21616190,Mátyás Rákosi (Rosenfeld),,Diplomacy,,,
profile-76615082,Bruno Kreisky,,Diplomacy,,,
profile-9008074,Ana Pauker,,Diplomacy,,,
profile-34752518836,Mikhail Yefimovich Fradkov,,Diplomacy,,,
profile-62685057,Henry (Heinz) Alfred Kissinger,,Diplomacy,,,
profile-87203744,John Phillip Key,,Diplomacy,,,
profile-34706625090,Bernard Kouchner,,Diplomacy,,,
profile-5351142293,Edward Irving Koch,,Diplomacy,,,
profile-34628548788,Béla Kun,,Diplomacy,,,
profile-2876882,"Shimon Peres, 9th President of the State of Israel",,Diplomacy,,,
profile-34658247873,Rep. Barney Frank,,Diplomacy,,,
profile-34708564259,Prime Minister of Russia Yevgeny Maksimovich Primakov,,Diplomacy,,,
profile-34660609652,"Dianne Feinstein, U.S. Senator",,Diplomacy,,,
profile-34752396765,Tal Dvir,,Science,,,
profile-34735120213,"Jorge Sampaio, 18.º Presidente da República Portuguesa",,Diplomacy,,,
profile-90809712,Laurent Fabius,,Diplomacy,,,
profile-34663297614,"Bernie Sanders, U.S. Senator",,Diplomacy,,,
profile-117309751,"Herbert Samuel, 1st Viscount Samuel",,Diplomacy,,,
profile-125763165,Dominique Gaston André Strauss-Kahn,,Diplomacy,,,
profile-47093845,"Helen Suzman, DCE",,Diplomacy,,,
profile-25809859,Harold Bloom,,Humanities & Religion,,,
profile-111579429,Benjamin ביבי Halevi Netanyahu 9th Israeli PM,,Diplomacy,,,
profile-34670590775,Boris Efimovich Nemtsov,,Diplomacy,,,
profile-44066342,Pierre Isaac Isidore Mendès-France,,Diplomacy,,,
profile-34708592384,People's Commissar of Foreign Affairs Maxim Maximovich Litvinov,,Diplomacy,,,
profile-34635496001,Ferdinand Lassalle,,Diplomacy,,,
profile-70750855,"Joe Lieberman, U.S. Senator",,Diplomacy,,,
profile-103963699,"Nigel Lawson, Baron Lawson of Blaby, PC",,Diplomacy,,,
profile-71563234,Adolphe Crémieux,,Diplomacy,,,
profile-34654907065,Daniel Cohn-Bendit,,Diplomacy,,,
profile-34752292083,Abraham Lempel,,Science,,,
profile-86020559,Dr. Arie Belldegrun,,Science,,,
profile-34752291828,Yuval Noah Harari,,Humanities & Religion,,,
profile-34726854248,Jan T. Gross,,Humanities & Religion,,,
profile-34752290584,Allan David Bloom,,Humanities & Religion,,,
profile-34752290174,Dan Ariely,,Humanities & Religion,,,
profile-45040454,Lazar Kaganovich,,Diplomacy,,,
profile-23135978,"Jacob Javits, U.S. Senator",,Diplomacy,,,
profile-116556407,Leon Trotsky,,,,,
profile-100422943,Ivanka Trump,,Diplomacy,,,
profile-34696342252,Grigory Evseevich Zinoviev,,Diplomacy,,,
profile-128413229,Jared Kushner,,Diplomacy,,,
profile-34623130400,Sir Roy Welensky,,Diplomacy,,,
profile-34729923685,6th President of Ukraine Volodymyr Oleksandrovych Zelensky,,Diplomacy,,,
profile-113480625,Ze'ev Vladimir Yevgenyevich Jabotinsky,,Diplomacy,,,
profile-44600057,Raymond Aron,,Humanities & Religion,,,
profile-34622861692,Sir Julius Vogel,,Diplomacy,,,
profile-34693112135,Ruth Dreifuss,,Diplomacy,,,
profile-34737116059,Albert Memmi,,Humanities & Religion,,,
profile-79508871,David Benioff,,Humanities & Religion,,,
profile-62890135,Sir Simon Schama,,Humanities & Religion,,,
profile-79852010,Simone Veil,,Diplomacy,,,
profile-34689512039,Hans Joachim Morgenthau,,Humanities & Religion,,,
profile-103877115,"David Ben-Gurion, First Prime Minister of Israel",,Diplomacy,,,
profile-11872267,"Menachem Begin, 6th Prime Minister of Israel",,Diplomacy,,,
profile-12985285,Baron Joseph of Portsoken,,,,,
profile-34752184770,Grigori Yakovlevich Perelman,,Science,,,
profile-35026444,Leonard Adleman,,Science,,,
profile-10681663,Adi Shamir,,Science,,,
profile-22060669,Guido Fubini,,Science,,,
profile-34752184409,Shafrira Goldwasser,,,,,
profile-34752183689,Manuel Blum,,Science,,,
profile-5702270,Randy Schekman,,Science,,,
profile-34638526517,"André Lwoff, Nobel Prize in Physiology or Medicine in 1965",,Science,,,
profile-128668942,Abbie Hoffman,,Diplomacy,,,
profile-25623555,"Benjamin Disraeli, Prime Minister of the United Kingdom",,Diplomacy,,,
profile-34688330405,Volodymyr Groysman,,Diplomacy,,,
profile-81531800,Samuel Solomon Gompers,,Diplomacy,,,
profile-44576206,Michel Debré,,Diplomacy,,,
profile-39754548,Léon Blum,,Diplomacy,,,
profile-34624955149,"Madeleine Albright, U.S. Ambassador to the United Nations and Secretary of State",,Diplomacy,,,
profile-34633589753,Sir Isaac Alfred Isaacs,,Diplomacy,,,
profile-34710962079,Kurt Eisner,,Diplomacy,,,
profile-34660844273,Jacob Ziv,,Science,,,
profile-42728355,John von Neumann,,Science,,,
profile-38333770,Laurent Schwartz,,Science,,,
profile-34667890850,Bob Kahn,,Science,,,
profile-34714585507,Maxwell Herman Alexander Newman,,Science,,,
profile-46834501,Emmy Noether,,Science,,,
profile-34666725423,Benoît B. Mandelbrot,,Science,,,
profile-21825757,Hermann Minkowski,,Science,,,
profile-21943221,Norbert Wiener,,Science,,,
profile-111775079,André Weil,,Science,,,
profile-34647121923,Margaret Sanger,,,,,
profile-34143898,Dr. Benjamin Spock,,Science,,,
profile-23263920,Prof. Felix Hausdorff,,Science,,,
profile-22284676,Israel Moiseevich Gelfand,,Science,,,
profile-21313970,Paul Erdős,,Science,,,
profile-121461438,Stanislaw Marcin Ulam,,Science,,,
profile-44576266,Jacques S. Hadamard,,Science,,,
profile-34666357750,Gregory Goodwin Pincus,,Science,,,
profile-34623962349,"Richard Feynman, Nobel Prize in Physics 1965",,Science,,,
profile-34662942411,Albert Sabin,,Science,,,
profile-34625912083,Dr. Jonas Edward Salk,,Science,,,
profile-34666967819,"Élie Metchnikoff, 1908 Nobel Prize in Physiology or Medicine",,Science,,,
profile-34659390538,"Willis Lamb Jr., Nobel Prize in Physics 1955",,Science,,,
profile-34659388691,Bruria Kaufman,,,,,
profile-34751297334,Dvora Teitelbaum,,Science,,,
profile-34751295767,Barbara Jane Liskov,,Science,,,
profile-34620636751,Dorit Beinisch Chief Justice of the Supreme Court,,Law,,,
profile-34751130617,Naomi Wolf,,Humanities & Religion,,,
profile-34660080737,Melanie Klein,,Humanities & Religion,,,
profile-92615048,Gloria Steinem,,Humanities & Religion,,,
profile-72679991,Susan Sontag,,Humanities & Religion,,,
profile-93508788,Rosalind Elsie Franklin,,Science,,,
profile-34753200769,dr. Ignác / Ignaz Philipp Semmelweis,,,,,
profile-34712039210,"Esther Hayut, Chief Justice of the Supreme Court of Israel",,Law,,,
profile-28580217,"Sir Bernard Katz, Nobel Prize in Physiology or Medicine 1970",,Science,,,
profile-5370227,"Joshua Lederberg, Nobel Prize in Physiology or Medicine",,Science,,,
profile-34633126034,"Rita Levi-Montalcini, Nobel Prize in Physiology or Medicine, 1986",,Science,,,
profile-34666862693,"Stanley Cohen, Nobel Prize in Physiology or Medicine 1986",,Science,,,
profile-56496161,"Baruj Benacerraf, Nobel Prize in Physiology or Medicine, 1980.",,Science,,,
profile-34665938716,"Abraham Waksman, Nobel Prize for Physiology or Medicine, 1952",,Science,,,
profile-20334459293,"Dorothy Hodgkin, Nobel Prize in Chemistry, 1964",,Science,,,
profile-34655325009,"Sir Ernst Boris Chain, Nobel Prize in Physiology or Medicine 1945",,Science,,,
profile-34666193995,"Joseph Erlanger, Nobel Prize in Physiology or Medicine 1944",,Science,,,
profile-34685060868,Michael Sela,,Science,,,
profile-34684384199,Zelig Eshhar,,Science,,,
profile-34667291532,"Igor Yevgenyevich Tamm, Nobel Prize in Physics 1958",,Science,,,
profile-28571304293,"Dan Shechtman, Nobel Prize in Chemistry 2011",,Science,,,
profile-119089267,Gertrude Margaret Lowthian Bell,,Science,,,
profile-44971042,"Paul Ehrlich, Nobel Prize in Physiology or Medicine, 1908",,Science,,,
profile-110708005,"Dr. Alfred Adler, MD",,Science,,,
profile-34623223088,"Sir Tom Stoppard, OM, CBE",,Literature & Poetry,,,
profile-34697432101,"Adam Riess, Nobel Prize in Physics 2011",,Science,,,
profile-34633711363,Barbara W. Tuchman,,Humanities & Religion,,,
profile-34625475171,"James Franck, Nobel Prize in Physics 1925",,Science,,,
profile-34685689079,"Theodore ""Ted"" Harold Maiman",,Science,,,
profile-34630965981,"Isidor Rabi, Nobel Prize in Physics, 1944",,Science,,,
profile-34620593356,"Irwin Rose, Nobel Prize in Chemistry, 2004",,Science,,,
profile-111258508,"Ephraim Katzir, 4th President of the State of Israel",,Science,,,
profile-34635271257,"Martin Karplus, Nobel Prize in Chemistry, 2013",,Science,,,
profile-33184911293,"Arthur Kornberg, Nobel Prize in Physiology or Medicine - 1959",,Science,,,
profile-33189483293,"Roger David Kornberg, Nobel Prize in Chemistry, 2006",,Science,,,
profile-14602730,"Henri Louis Bergson, Nobel Prize in Literature, 1927",,Humanities & Religion,,,
profile-21053246,"Albert Abraham Michelson, Nobel Prize in physics 1907",,Science,,,
profile-32830121,Lev Landau,,Science,,,
profile-50613425,"Eugene Wigner, Nobel Prize in Physics 1963",,Science,,,
profile-34655004073,Leo Szilard,,Science,,,
profile-34625565479,Yuval Ne'eman,,Science,,,
profile-125680573,Carl Sagan,,Science,,,
profile-125587853,Lise Elise Meitner,,Science,,,
profile-34658301435,"Claude Cohen-Tannoudji, Nobel Prize in Physics, 1997",,Science,,,
profile-128571757,"Richard Martin Willstätter, Nobel Prize in Chemistry 1915",,Science,,,
profile-34627087585,Edward Teller,,Science,,,
profile-115223926,"Fritz Haber, Nobel Prize in Chemistry 1918",,Science,,,
profile-115223792,Dr. phil. Clara Haber,,Science,,,
profile-13750446293,"Ada Yonath, Nobel Prize in Chemistry 2009",,Science,,,
profile-34686608201,"Vitali Lazarevich Ginzburg, Nobel Prize in Physics, 2003",,Science,,,
profile-34687197179,"François Englert, Nobel Prize in Physics 2013",,Science,,,
profile-29029593293,"Avram Hershko, Nobel Prize in Chemistry 2004",,Science,,,
profile-28880067293,"Aharon Ciechanover, Nobel Prize in Chemistry 2004",,Science,,,
profile-34664261231,"Serge Haroche, Nobel Prize winner for Physics 2012",,Science,,,
profile-14987703293,"George de Hevesy, Nobel Prize in Chemistry 1943",,Science,,,
profile-34658946417,Jared Mason Diamond,,Science,,,
profile-34664419973,"Murray Gell-Mann, Nobel Prize in Physics, 1969",,Science,,,
profile-34664240634,Stephen Jay Gould,,Science,,,
profile-128897511,Irving Kristol,,Humanities & Religion,,,
profile-113950090,J. Robert Oppenheimer,,Science,,,
profile-23693634,"Max Born, Nobel Prize in Physics, 1954",,Science,,,
profile-41140356,"Niels Bohr, Nobel Prize in Physics, 1922",,Science,,,
profile-41152990,"Aage Niels Bohr, Nobel Prize in Physics 1975",,Science,,,
profile-9343952,Menachem Mendel Schneerson [7th ADMOR of CHABAD] The Lubavitcher Rebbe,,Humanities & Religion,,,
profile-11097289,"Albert Einstein, Nobel Prize in Physics 1921",,Science,,,
profile-116167865,Sir Karl Raimund Popper,,Humanities & Religion,,,
profile-34739835217,Hilary Whitehall Putnam,,Humanities & Religion,,,
profile-3182871293,Ayn Rand,,Humanities & Religion,,,
profile-104302611,Claude Lévi-Strauss,,Humanities & Religion,,,
profile-54372123,"R' Dr. Yosef DovBer Soloveitchik, ABD Boston",,Humanities & Religion,,,
profile-34634083269,Emmanuel Levinas,,Humanities & Religion,,,
profile-18610328,Karl Marx,,Humanities & Religion,,,
profile-34709814921,Roman Jakobson,,Humanities & Religion,,,
profile-34661262363,Sir Martin Gilbert,,Humanities & Religion,,,
profile-80456711,Ludwig Josef Johann Wittgenstein,,Humanities & Religion,,,
profile-32723889,Rabbi Dr. Abraham Joshua Heschel,,Humanities & Religion,,,
profile-34675269124,Max Horkheimer,,Humanities & Religion,,,
profile-74059209,Edmund Gustav Albrecht Husserl,,Humanities & Religion,,,
profile-40701412,Emile Durkheim,,Humanities & Religion,,,
profile-5776536,"Sir Isaiah Berlin OM, CBE, FBA",,Humanities & Religion,,,
profile-34715143930,Eduard Bernstein,,Humanities & Religion,,,
profile-9668761,Walter Benjamin,,Humanities & Religion,,,
profile-34713876502,Judith Pamela Butler,,Humanities & Religion,,,
profile-32791413,Marc Léopold Benjamin Bloch,,Humanities & Religion,,,
profile-20723238,Hannah Arendt,,Humanities & Religion,,,
profile-34635231602,Theodor Ludwig Adorno,,Humanities & Religion,,,
profile-34661590460,Neil Simon,,Theatre,,,
profile-27358493,Theodore Bikel,,,,,
profile-34633071750,Tomás de Torquemada,,,,,
profile-34652391369,Sarah Feiga Menkin Foner,,,,,
profile-34657269318,Sarah Silverman,,Humor,,,
profile-34620733063,"Shmuel HaLevi HaNagid, al-­Wazīr al-­ad̲j̲all al-Zīryūn",,,,,
profile-126952735,Solomon (Shlomo) Mikhoels,,Theatre,,,
profile-126323188,Sholem Aleichem - שלום עליכם,,Literature & Poetry,,,
profile-34711794524,Shoshana Almuzlino,,,,,
profile-118108927,Sabbatai Zevi,,,,,
profile-77925526,"Shai Agnon, Nobel Prize in Literature, 1966",,Literature & Poetry,,,
profile-5606444,RASHI רש״י,,,,,
profile-34630958982,"Ramban,""Bonastruc ça Porta"" Nahmanides",,,,,
profile-76580494,"Rabbi Moshe ben Maimon, Maimonides - הרמב״ם",,,,,
profile-34645275970,Rahel Varnhagen,,,,,
profile-119289731,Dr. Med. Rachel Straus-Goitein,,,,,
profile-34620351137,Roman Vishniac,,,,,
profile-34629512587,Dr. Rozalia/Roza Luxemburg,,Diplomacy,,,
profile-26179409,Rosa Gintzberg-Ginossar,,,,,
profile-8660445,Rabeinou TAM Klonimus,,,,,
profile-34626158006,Rabbeinu Gershom ben Yehudah Me'Or Hagolah,,,,,
profile-2417947,"Rabbi Moses ben Israel Isserles, ""RaMA"" הרמ״א",,,,,
profile-78451394,"Rabbi Yitzhak Luria, Ha'Ari HaKadosh",,,,,
profile-71536218,Maran Yosef ben Ephraim Karo,,,,,
profile-34621465282,"Yehudah Hayy ""Yahya"" ben Hiyya, Nasi, Ra'is b'Rabbanan al-Tulaytula",,,,,
profile-34620649340,Judah ben Samuel ha-Levi,,,,,
profile-34626468381,Judah ben Kalonymus,,,,,
profile-34662918664,Clarice Lispector,,,,,
profile-34633724295,Clara Shavelson,,,,,
profile-109047256,Franz Kafka,,Literature & Poetry,,,
profile-34625700708,Fritz Lang,,Cinema & Television,,,
profile-88457824,Flora Sassoon,,,,,
profile-34657776542,Philip Roth,,Literature & Poetry,,,
profile-34643303919,Fiamma Nirenstein,,,,,
profile-61190216,Paul (Antschel) Celan,,,,,
profile-49233056,"Abderramán I (Abd al-Rahman) al-Dajil ibn Muawiya ibn Hisham ibn Abd al-Malik, emir de Córdoba",,,,,
profile-34668631501,Sergei Mikhailovich Eisenstein,,Cinema & Television,,,
profile-34625671545,Samuel Goldwyn,,Cinema & Television,,,
profile-72750659,Dr. phil. Stefan Zweig,,Literature & Poetry,,,
profile-40180846,Stella Corcos,,,,,
profile-115928580,Steven Spielberg,,Cinema & Television,,,
profile-4170262,"Napoléon I, emperor of the French",,,,,
profile-21346643,"Nero, Emperor of Rome",,,,,
profile-13609351,Natalia Ginzburg,,Literature & Poetry,,,
profile-38838132,"Nadine Gordimer, Nobel Prize in Literature 1991",,Literature & Poetry,,,
profile-85087105,Abraham Salomon de Camondo,,,,,
profile-10778709,Moses the Law Giver,,Humanities & Religion,,,
profile-19897050,Moses Mendelssohn,,Humanities & Religion,,,
profile-74223070,"Sir Moses Haim Montefiore, FRS",,Diplomacy,,,
profile-10099378,Mark Twain,,Literature & Poetry,,,
profile-13489064,Dr. of Theology Martin Luther,,Humanities & Religion,,,
profile-112225931,Martin Buber,,Humanities & Religion,,,
profile-18356362,Mordecai Richler,,Literature & Poetry,,,
profile-31937597,Rabbi Mordecai Menahem Kaplan,,,,,
profile-6362102,Maximilian Nordau (Simon Maximilian Südfeld),,,,,
profile-40075916,Mendele Mocher Sefarim,,,,,
profile-113073167,Mel Brooks,,Humor,,,
profile-34662355325,Mila Kunis,,Cinema & Television,,,
profile-60466926,Micha Josef Berdyczewski / מיכה יוסף ברדיצ'בסקי,,,,,
profile-34641636809,Micha Ullman,,,,,
profile-3917300,Enoch / Idris,,,,,
profile-8432967,Amos Oz,,Literature & Poetry,,,
profile-116730025,Marc Chagall,,Plastic Art,,,
profile-20700199,Mayer Amschel Rothschild,,Economics,,,
profile-82108294,Lenny Kravitz,,Popular Music,,,
profile-112023168,Leonard Bernstein,,Popular Music,,,
profile-34660837306,Leon Wieseltier,,,,,
profile-61112477,Leon (Lev Smoilovitch) Bakst,,Plastic Art,,,
profile-74306103,Rabbi Leo Baeck,,Humanities & Religion,,,
profile-81865726,Louis B. Mayer,,Cinema & Television,,,
profile-110801834,Count Lev Nikolayevich Tolstoy,,,,,
profile-34654749121,Larry David,,Humor,,,
profile-34626021458,"Leonard Cohen, CC GOQ",,Popular Music,,,
profile-21431155,Christopher Columbus,,,,,
profile-57093809,"Cyrus II the Great, King of Persia",,,,,
profile-3560033,"Catherine the Great, Empress of All Russia",,,,,
profile-18032534,Yitzhak Antek Zuckerman,,,,,
profile-34621582550,"Isaac Bashevis Singer, Nobel Prize in Literature, 1978",,Literature & Poetry,,,
profile-84052503,Jakub Józef Frank,,,,,
profile-4094322,Patriarch Jacob / יעקב אבינו,,Humanities & Religion,,,
profile-34660354651,Joseph Stein,,,,,
profile-34720198331,Josephus,,,,,
profile-34672304535,Yolande Harmer,,,,,
profile-4169964,"Joseph II, Holy Roman Emperor",,,,,
profile-34676411531,Johann G. Fichte,,,,,
profile-34628777085,Janusz Korczak,,The Holocaust,,,
profile-34629401739,Yehuda Leib Gordon,,,,,
profile-34630803201,Hasdai ibn Shaprut,,,,,
profile-34626618419,Hanna Rovina (Rubin),,Theatre,,,
profile-34655412324,Hannah Solomon,,,,,
profile-11597140,Chaim Nachman חיים נחמן Bialik,,Literature & Poetry,,,
profile-9863774,Zero Mostel,,Cinema & Television,,,
profile-4851757,Dr. Sigmund Freud,,Science,,,
profile-34710351976,Jacques Elie Derrida,,Humanities & Religion,,,
profile-54271642,Jean-Paul Sartre,,,,,
profile-34664455502,Hans Chaim (Jean) Mayer (Améry),,,,,
profile-55342098,Vicki Baum,,,,,
profile-14829724,Winston Churchill,,,,,
profile-47975900,William Shakespeare,,Literature & Poetry,,,
profile-77193155,"Harold Pinter, Nobel Prize in Literature 2005",,Theatre,,,
profile-13840588,"HaRav Abraham Isaac Kook, HaKohen, 1st Chief Rabbi of British Mandatory Palestine",,Humanities & Religion,,,
profile-7182537,Empress of All the Russias Elizaveta I Petrovna Romanova,,,,,
profile-34678693602,Henriette Julie Herz,,,,,
profile-34657631401,Henny Youngman,,Humor,,,
profile-34649831227,Friar Pablo Christiani,,,,,
profile-9345033,Prophet Muhammad of Islam (PBUH),,Humanities & Religion,,,
profile-3367925,"Isabella I the Catholic, Queen of Castile",,,,,
profile-3367909,"Ferdinand II the Catholic, King of Aragon",,,,,
profile-41074091,"Herod the Great, King of Judea",,,,,
profile-3599736,"Alfonso VIII the Noble, king of Castile",,,,,
profile-127706557,"Elena Kagan, Associate Justice of the U.S. Supreme Court",,Law,,,
profile-2702671,Helène Cazes,,,,,
profile-2842427,"Eliyahu, ""Gaon of Vilna""",,Humanities & Religion,,,
profile-4104994,Baal Shem Tov הבעש״ט,,Humanities & Religion,,,
profile-48702978,Harrison Ford,,Cinema & Television,,,
profile-34623118964,Daniel Radcliffe,,Cinema & Television,,,
profile-72658220,Jack L. Warner,,Cinema & Television,,,
profile-73259963,Daniel Pearl,,Press & Media,,,
profile-25086448,Dorothea Veronika von Schlegel (Mendelssohn),,,,,
profile-112506699,Donna Beatrice Gracia de Luna Nassi,,,,,
profile-20700335,Don Isaac Abarbanel דון יצחק אברבנאל,,,,,
profile-34661852503,Don Yossef Nassi - דון יוסף נשיא,,,,,
profile-9097877,King David of Israel,,Humanities & Religion,,,
profile-75974853,Gustav Mahler,,Classical Music,,,
profile-41381678,Golda Meir 4th Prime Minister of Israel,,,,,
profile-29736694,Jerrold Lewis Bock,,,,,
profile-34636928598,Jerome Robbins,,Visual Art,,,
profile-34722160908,George Steiner,,,,,
profile-83338470,"George Washington, 1st President of the USA",,,,,
profile-111095433,George Gershwin,,Popular Music,,,
profile-34629257483,Berek (Dov Baer) Joselewicz,,,,,
profile-34653507146,Baruch Agadati,,,,,
profile-34669347698,Benjamin of Tudela / בִּנְיָמִין מִטּוּדֶלָה,,,,,
profile-94861765,Theodor Binyamin Ze'ev Herzl - Father of modern political Zionism,,Diplomacy,,,
profile-8456114,Bayezid II of the Ottoman Empire,,,,,
profile-9851917,Betty Friedan,,Humanities & Religion,,,
profile-58403008,Nobel Prize in Literature 1958 Boris Leonidovich Pasternak,,Literature & Poetry,,,
profile-34715054765,Hetman of Zaporizhian Host Bohdan Zinovij Mykhaylovych Khmelnytskyi,,,,,
profile-34634163199,Bob Dylan,,Popular Music,,,
