Geni id,Geni profile name,BH database URL,Ushi,BH theme,BH floor,BH location,,Wikipedia URL,Notes,RANDY,,
profile-34758168753,William Shatner,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-9863774,Zero Mostel,,"אמנויות הבימה, תיאטרון, גלגולו של טוביה החולב 3.5.2.6",Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-88621327,Zooey Deschanel,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34644466801,Aaron Copland,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-44550958,Arnold Schoenberg,," אמנויות הבימה, מוזיקה, בין מזרח ומערב - אולם קונצרטים",Classical Music,3,Jews in World Culture and Science,,,,,,
profile-62510311,Arthur Rubinstein,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34631758339,Artur Schnabel,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34636914179,Beverly Sills,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-112202516,Bronislaw Huberman,,"אמנויות הבימה, מוזיקה, כינור יהודי ממתי? ",Classical Music,3,Jews in World Culture and Science,,,,,,
profile-112083400,Daniel Barenboim,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34660630292,Emanuel Ax,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-110992265,Erich Wolfgang Korngold,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34627593744,Ernest Bloch,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-75974853,Gustav Mahler,,"אמנויות הבימה, מוזיקה, בין מזרח ומערב - אולם קונצרטים, קומה 3, יהודים בתרבות העולם, קיר ירמי פינקוס",Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34662189257,Isaac Stern,,"אמנויות הבימה, מוזיקה, כינור יהודי ממתי? ",Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34663834916,Itzhak Perlman,,"אמנויות הבימה, מוזיקה, כינור יהודי ממתי? ",Classical Music,3,Jews in World Culture and Science,,,,,,
profile-12926691,Jacques Offenbach,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-40849356,Jan Peerce,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-112001662,Jascha Heifetz,,"אמנויות הבימה, מוזיקה, כינור יהודי ממתי? ",Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34756098477,Jennie Tourel,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34756027357,John Zorn,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34756181773,Maxim Vengerov,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-111041471,Mischa Elman,,,Classical Music,3,Jews in World Culture and Science,,,,,,
6000000000817087543,Philip Glass,,,Classical Music,3,Jews in World Culture and Science,,הוא כבר צורף - כנראה כפול,DOUBLE?,,,
profile-34672665988,Pinchas Zukerman,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-41714344,Richard Tucker,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34709436115,Roberta Peters,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-93559889,Rudolf Serkin,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-34756026378,Shlomo Mintz,,,Classical Music,3,Jews in World Culture and Science,,,,,,
profile-8117110,Yehudi Menuhin,,"אמנויות הבימה, מוזיקה, כינור יהודי ממתי? ",Classical Music,3,Jews in World Culture and Science,,,,,,
profile-128668942,Abbie Hoffman,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34628548788,Béla Kun,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-25623555,Benjamin Disraeli,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-111579429,Benjamin Netanyahu,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34706625090,Bernard Kouchner,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34663297614,Bernie Sanders,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-76615082,Bruno Kreisky,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34662847045,Chuck Schumer,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34654907065,Daniel Cohn-Bendit,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-103877115,David Ben-Gurion,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34660609652,Dianne Feinstein,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34635496001,Ferdinand Lassalle,,"העת החדשה, משתלבים",Diplomacy,2,Jews in World Culture and Science,,,,,,
profile-117309751,Herbert Samuel,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-23135978,Jacob Javits,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-70750855,Joe Lieberman,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-94759792,Joe Slovo,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34735120213,Jorge Sampaio,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34710962079,Kurt Eisner,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-90809712,Laurent Fabius,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-45040454,Lazar Kaganovich,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-116557123,Lev Kamenev,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34624955149,Madeleine Albright,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34752595675,Maguy Kakon,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-11872267,Menachem Begin,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-103963699,Nigel Lawson,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34693112135,Ruth Dreifuss,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-2876882,Shimon Peres,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34688330405,Volodymyr Groysman,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-27968280,Walther Rathenau,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-111186287,Yitzhak Rabin,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-3116262293,Alan Greenspan,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34753347278,Alber Elbaz,," יהודים בתרבות העולם, לייבלים מורחבים",Economics,3,Jews in World Culture and Science,,,,,,
profile-34663926255,Andy Grove,,,Economics,3,Jews in World Culture and Science,,,Economics?,,,
profile-34753347372,Anne Klein,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34628018208,Daniel Hechter,,,Economics,3,Jews in World Culture and Science,,https://en.wikipedia.org/wiki/Daniel_Hechter,,,,
profile-55792136,David Ricardo,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34687467337,Donald Fisher,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-55425334,Dov Moran ,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34653012843,Franco Modigliani,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34633697810,George Soros,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-13302746,Gil Shwed,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34753156523,Isaac Mizrahi,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-78921744,Jacob Schiff,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-5287993,Joseph Safra,," יהודים בתרבות העולם, קיר ירמי פינקוס",Economics,3,Jews in World Culture and Science,,,,,,
profile-34651830091,Larry Ellison,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34665623841,Larry Page,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Economics,3,Jews in World Culture and Science,,,,,,
profile-34687851276,Leonid Vitaliyevich Kantorovich,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-77504319,Levi Strauss,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-61396293,Ludwig von Mises,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-5490928,Marcus Goldman,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34753347173,Marius Nacht,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-20700199,Mayer Amschel Rothschild,,"משתלבים, העת החדשה",Economics,2,Jews in World Culture and Science,,,,,,
profile-34679630232,Michael Dell,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-11069355293,Michael Kors,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-111995538,Michael Marks,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34693279314,Mikhail Fridman,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-42731518,Milton Friedman,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-66556753,Moses Marcus Warburg,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-44596984,Nathan Rothschild,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-116276876,Nouriel Roubini,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34659887392,Paul Samuelson,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-91601149,Ralph Lauren,,,Economics,3,Jews in World Culture and Science,,,,,old list,
profile-34711466860,Richard Thaler,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-5490688,Samuel Sachs,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-4511203,Sefi Vigiser,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-1430627,Sheryl Sandberg,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34657985615,Steve Ballmer,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34753376140,Steve Blank,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34732152310,Yuri Milner,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-32723889,Abraham Joshua Heschel,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-3182871293,Ayn Rand,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-34752290174,Dan Ariely,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-79508871,David Benioff,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-34715143930,Eduard Bernstein,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-40849187,Elie Wiesel,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-20723238,Hannah Arendt,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-128897511,Irving Kristol,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-5776536,Isaiah Berlin ,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-74306103,Leo Baeck,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-112225931,Martin Buber,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-34661262363,Martin Gilbert,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-9343952,Menachem Mendel Schneerson,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-34751130617,Naomi Wolf,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-44600057,Raymond Aron,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-34709814921,Roman Jakobson,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-9668761,Walter Benjamin,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-34752291828,Yuval Noah Harari,,,Humanities & Religion,3,Jews in World Culture and Science,,,,,,
profile-34663309893,Amy Schumer,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-33549285293,Andy Kaufman,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-91623030,Billy Crystal,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-82003480,Danny Kaye,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-34659718360,Don Rickles,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-34637640499,Fanny Brice,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-59092472,Gad Elmaleh,,"אומניות הבימה, אודיטוריום תרבות",Humor,3,Jews in World Culture and Science,,,,,,
profile-34647130228,Gene Wilder,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-34628770082,George Burns,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-34657631401,Henny Youngman,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-5135180,Jack Benny,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-46916958,Jackie Mason ,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-34657630374,Jerry Lewis,," פולקלור, הומור, שם משפחה מקורי:  Levitch",Humor,3,Jews in World Culture and Science,,,,,,
profile-126457145,Jerry Seinfeld,,"אמנויות הבימה, קולנוע, חלוצי טלוויזיה באמריקה, קומה 3, פולקלור, הומור",Humor,3,Jews in World Culture and Science,,,,,,
profile-34646153291,Joan Rivers,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-126458006,Jon Stewart,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-128084581,Julia Louis-Dreyfus,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-34654749121,Larry David,,"אמנויות הבימה, קולנוע, חלוצי טלוויזיה באמריקה, קומה 3,  פולקלור, הומור",Humor,3,Jews in World Culture and Science,,,,,,
profile-34665411635,Lenny Bruce,," פולקלור, הומור שם משפחה מקורי: Schneider ",Humor,3,Jews in World Culture and Science,,,,,,
profile-113073167,Mel Brooks,,"אמנויות הבימה, קולנוע",Humor,3,Jews in World Culture and Science,,,,,,
profile-34635467810,Roseanne Barr,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-34657269318,Sarah Silverman,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-34656264390,Sid Caesar,,,Humor,3,Jews in World Culture and Science,,,,,,
profile-72643137,Woody Allen,,"אמנויות הבימה, קולנוע, האם יש בהוליווד קולנוע יהודי",Humor,3,Jews in World Culture and Science,,,,,,
profile-34623876139,Aharon Barak,,,Law,3,Jews in World Culture and Science,,,,,,
profile-127706557,Elena Kagan,,"נשים פורצות דרך, לייבלים קירות",Law,3,Breaking Through (Glass walls),,,,,old list,
profile-109955922,Felix Frankfurter,,,Law,3,Jews in World Culture and Science,,,,,,
profile-34666308388,Albert Cohen,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-17422373,Allen Ginsberg,,"שפות ספרות ואמנות, ספרות יהודית, הספריה",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-8432967,Amos Oz,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34632668167,Arnold Zweig,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34627321565,Arthur Koestler,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-74056056,Arthur Schnitzler,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-17983383,Bernard Malamud,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34674579448,Bruno Schulz,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34756023791,Cassandra Clare,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-112096892,Chaim Potok,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-43085311,Dr. Lion Jacob Arje Feuchtwanger,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-24083130293,Else Lasker-Schüler,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-35989810,Etgar Keret,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-83256808,Franz Werfel,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-50119992,Georges Perec,,"שפות תרבות ואמנות, ספרות יהודית, הספריה",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34721456857,Harlan Ellison,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34756024194,Harold Robbins,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34660252014,Herman Wouk,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-36755291,Howard Jacobson,,"שפות תרבות ואמנות, ספרות יהודית, הספריה",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34621939802,Imre Kertész,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-52237484,Irving Stone,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34661878539,Isaac Babel,," שפות תרבות ואמנות, ספרות יהודית, הספריה",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34621582550,Isaac Bashevis Singer,,"שפות תרבות ואמנות,שפות יהודיות, 3.5.6",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34756020853,Jacqueline Susann,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34706347998,Joseph Heller,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-41302245,Joseph Roth,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-5082739,Klaus Mann,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-18356362,Mordecai Richler,,"שפות תרבות ואמנות, ספרות יהודית, ציטוטים",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-13609351,Natalia Ginzburg,,"שפות תרבות ואמנות, ספרות יהודית, ציטוטים",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34756020514,Nathalie Sarraute,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-88072166,Nathan Englander,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34621484495,Nelly Sachs,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-66172242,Norman Mailer,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34665273240,Patrick Modiano,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-108714401,Paul Auster,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34657776542,Philip Roth,,"העת החדשה, ההגירה הגדולה, איך הופכים לאמריקאיים",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34628656494,Primo Levi,,שואה,The Holocaust,2,Jews in World Culture and Science,,,,,,
profile-34693733953,Robert Silverberg,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-74396320,Saul Bellow,,"שפות תרבות ואמנות, ספרות יהודית, הספריה",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34693997666,Shel Silverstein,,"שפות תרבות ואמנות, ספרות יהודית, הספריה",Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-46793587,Siegfried Lorraine Sassoon,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-72750659,Stefan Zweig,,"העת החדשה, שנים של תקווה וייאוש",Literature & Poetry,2,Jews in World Culture and Science,,,,,,
profile-34755903317,Vasily Grossman,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34676668471,Walter Isaacson,,,Literature & Poetry,3,Jews in World Culture and Science,,,,,,
profile-34664900345,Ethel Rosenberg,,,Military,3,Jews in World Culture and Science,,,,,,
profile-34664900393,Julius Rosenberg,,,Military,3,Jews in World Culture and Science,,,,,,
profile-34755902208,Leopold Trepper,,,Military,3,Jews in World Culture and Science,,,,,,
profile-15123230,Moshe Dayan,,,Military,3,Jews in World Culture and Science,,,,,,
profile-7005954293,Sidney Reilly,,,Military,3,Jews in World Culture and Science,,,,,,
profile-78981118,Alfred Dreyfus,,"העת החדשה, משתלבים",Military,2,Jews in World Culture and Science,,,,,,
profile-34627295948,Anthony Bourdain,,,Other,3,Jews in World Culture and Science,,,,,,
profile-34655688402,Daniel Ellsberg,,,Other,3,Jews in World Culture and Science,,,,,,
profile-34658140756,Emin Pasha,,,Other,3,Jews in World Culture and Science,,,,,,
profile-100852876,Hedy Lamarr,,"נשים פורצות דרך, לייבלים קירות",Other,3,Jews in World Culture and Science,,,,,,
profile-34642441858,Vidal Sassoon,,,Other,3,Jews in World Culture and Science,,,,,,
profile-34720591736,Isaac Levitan,,,Plastic Art,3,Jews in World Culture and Science,,,,,,
profile-34665452662,Tristan Tzara ,,,Plastic Art,3,Jews in World Culture and Science,,,,,,
profile-23682894,Achinoam Nini,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-1740008,Al Jolson,,"אמנויות הבימה, קולנוע, חלוצי הטלוויזיה באמריקה",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34625784023,Alan Jay Lerner,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34705287931,Asaf Avidan,,,Popular Music,3,Jews in World Culture and Science,,https://en.wikipedia.org/wiki/Asaf_Avidan,,,,
profile-34660983099,Barry Manilow,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-76324342,Benny Goodman,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-116125106,Billy Joel,,"אמנויות הבימה, מוזיקה, האם יש רוק יהודי? ",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34634163199,"Bob Dylan, Robert Allen Zimmerman",,"אמנויות הבימה, מוזיקה, האם יש רוק יהודי? ",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-109566192,Brian Epstein,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-117844192,Burt Bacharach,,"אמנויות הבימה, מוזיקה, האם יש רוק יהודי? ",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-25271254,Carly Simon,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-27504097,"Carole King, Carol Joan Klein",,"אמנויות הבימה, מוזיקה, האם יש רוק יהודי? ",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34732916086,Daoud Al-Kuwaity,,"אמנויות הבימה, מוזיקה, בין מזרח ומערב - אולם קונצרטים",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34725652377,Elmer Bernstein,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34739660905,Frederick Loewe,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34661420252,"Gene Simmons, Chaim Witz",,"אמנויות הבימה, מוזיקה, האם יש רוק יהודי? ",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-111095433,George Gershwin,,"אמנויות הבימה, מוזיקה, בין מזרח ומערב - אולם קונצרטים",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-109822811,Howard Leslie Shore,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34757884987,Idan Raichel,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-111097463,Ira Gershwin,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-129938371,Irving Berlin,," אמנויות הבימה, מוזיקה, בין מזרח ומערב - אולם קונצרטים",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34631713975,Jerry Leiber,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-11702536,Jerry Wexler,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-89555261,Joey Ramone,,,Popular Music,3,Jews in World Culture and Science,,,,,,
6000000015242095277,Kurt Weill,,,Popular Music,3,Jews in World Culture and Science,,"כפול, יש כבר את הפרופיל שלו ברשימה",,old list,,
profile-112023168,Leonard Bernstein,," אמנויות הבימה, מוזיקה, בין מזרח ומערב - אולם קונצרטים, קומה 3, יהודים בתרבות העולם, לייבלים מורחבים",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34626021458,Leonard Cohen,," אמנויות הבימה, מוזיקה, האם יש רוק יהודי?, קומה 3, יהודים בתרבות העולם,לייבלים מורחבים ",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34757837717,Lesley Gore,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34646220778,Lou Reed,,"אמנויות הבימה, מוזיקה, האם יש רוק יהודי? ",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34631094149,Marc Bolan,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-91509533,Mark Knopfler,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34721938915,Mark Ronson,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-12274203293,Marvin Hamlisch,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-2153518,Mike Stoller,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-29879085293,Neil Diamond,,,Popular Music,3,Jews in World Culture and Science,,,,,old list,
profile-26644442,Neil Sedaka,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-103416078,Paul Simon,,"אמנויות הבימה, מוזיקה, האם יש רוק יהודי? ",Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34659003978,Pink,,,Popular Music,3,Jews in World Culture and Science,,,,,,
6000000002831363180,Rafi Kadishson,,,Popular Music,3,Jews in World Culture and Science,,"יש פרופיל בג'ני, אין מידע באנגליתצ עליו בקשתי לצרפו ל-BH",DONE)request),Nothing in English,,
profile-34732916125,Saleh Al-Kuwaity,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-86421394,Serge Gainsbourg,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34657881472,Stephen Sondheim,,,Popular Music,3,Jews in World Culture and Science,,,,,,
profile-34641925921,Adam Michnik,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-128172760,Anne Sinclair,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-5010275,Art Buchwald,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-81833609,Arthur Hays Sulzberger,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-84014561,Barbara Walters,,"אמנויות הבימה, קולנוע, חלוצי הטלוויזיה באמריקה",Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34627835290,Carl Bernstein,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34642372150,David Halberstam,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-2585560,David Sarnoff,,"אמנויות הבימה, קולנוע, חלוצי הטלוויזיה באמריקה, קומה 3, יהודים בתרבות העולם, ירמי פינקוס",Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34627016441,Dinah Shore,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34629897709,Howard Stern,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-36699770,Ilya Ehrenburg,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34626185586,Joseph Pulitzer,," יהודים בתרבות העולם, קיר ירמי פינקוס",Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34653398619,Kurt Tucholsky,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-54525468,"Larry King, Laurence Harvey
",,"אמנויות הבימה, קולנוע, חלוצי הטלוויזיה באמריקה",Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34627474472,Mike Wallace,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34757931137,Patrick Drahi,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34660252201,Sumner Redstone,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34631280172,Ted Koppel,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34755897353,Vladimir Gusinsky,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34664757688,Walter Lippmann,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-39926574,Walter Winchell,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-111778759,Wolf Blitzer,,,Press & Media,3,Jews in World Culture and Science,,,,,,
profile-34752292083,Abraham Lempel,,,Science,3,Jews in World Culture and Science,,,,,,
