Geni id,Geni profile name,BH database URL,Ushi,BH theme,BH floor,BH location,,Wikipedia URL,Notes,RANDY,,
profile-34697432101,Adam Riess,,,Science,3,Jews in World Culture and Science,,,,,,
profile-10681663,Adi Shamir,,,Science,3,Jews in World Culture and Science,,,,,,
profile-21053246,Albert Abraham Michelson,,,Science,3,Jews in World Culture and Science,,,,,,
profile-11097289,Albert Einstein,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Science,3,Jews in World Culture and Science,,,,,,
profile-34662942411,Albert Sabin,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34638526517,André Lwoff,,,Science,3,Jews in World Culture and Science,,,,,,
profile-111775079,André Weil,,,Science,3,Jews in World Culture and Science,,,,,,
profile-29029593293,Avram Hershko,,,Science,3,Jews in World Culture and Science,,,,,,
profile-56496161,Baruj Benacerraf,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Science,3,Jews in World Culture and Science,,,,,,
profile-34143898,Benjamin Spock,,,Science,3,Jews in World Culture and Science,,,,,,
profile-125680573,Carl Sagan,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34658301435,Claude Cohen-Tannoudji,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Science,3,Jews in World Culture and Science,,,,,,
profile-28571304293,Dan Shechtman,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34751297334,Dvora Teitelbaum,,",",Science,3,Jews in World Culture and Science,,,,,,
profile-34627087585,Edward Teller,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34666967819,Élie Metchnikoff,,,Science,3,Jews in World Culture and Science,,,,,,
profile-46834501,Emmy Noether,,,Science,3,Jews in World Culture and Science,,,,,,
profile-111258508,Ephraim Katzir,,,Science,3,Jews in World Culture and Science,,,,,,
profile-50613425,Eugene Wigner,,,Science,3,Jews in World Culture and Science,,,,,,
profile-23263920,Felix Hausdorff,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34687197179,François Englert,,,Science,3,Jews in World Culture and Science,,,,,,
profile-115223926,Fritz Haber,,,Science,3,Jews in World Culture and Science,,,,,,
profile-14987703293,George de Hevesy,,,Science,3,Jews in World Culture and Science,,,,,,
profile-22060669,Guido Fubini,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34620593356,Irwin Rose,,,Science,3,Jews in World Culture and Science,,,,,,
profile-113950090,J. Robert Oppenheimer,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34625475171,James Franck,,,Science,3,Jews in World Culture and Science,,,,,,
profile-42728355,John von Neumann,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34666193995,Joseph Erlanger,,,Science,3,Jews in World Culture and Science,,,,,,
profile-5370227,Joshua Lederberg,,,Science,3,Jews in World Culture and Science,,,,,,
profile-38333770,Laurent Schwartz,,,Science,3,Jews in World Culture and Science,,,,,,
profile-35026444,Leonard Adleman,,,Science,3,Jews in World Culture and Science,,,,,,
profile-32830121,Lev Landau,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34752183689,Manuel Blum,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34635271257,Martin Karplus,,,Science,3,Jews in World Culture and Science,,,,,,
profile-23693634,Max Born,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34685060868,Michael Sela,,,Science,3,Jews in World Culture and Science,,,,,,
profile-21943221,Norbert Wiener,,,Science,3,Jews in World Culture and Science,,,,,,
profile-44971042,Paul Ehrlich,,,Science,3,Jews in World Culture and Science,,,,,,
profile-21313970,Paul Erdős,,,Science,3,Jews in World Culture and Science,,,,,,
profile-5702270,Randy Schekman,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34623962349,Richard Feynman,,,Science,3,Jews in World Culture and Science,,,,,,
profile-33189483293,Roger David Kornberg,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34664261231,Serge Haroche,,,Science,3,Jews in World Culture and Science,,,,,,
profile-4851757,Sigmund Freud,,"יהודים בתרבות העולם, לייבלים מורחבים, יהודים בתרבות העולם, קיר ירמי פינקוס ",Science,3,Jews in World Culture and Science,,,,,,
profile-34666862693,Stanley Cohen,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34664240634,Stephen Jay Gould,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34752396765,Tal Dvir,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34684384199,Zelig Eshhar,,,Science,3,Jews in World Culture and Science,,,,,,
profile-34629664417,Aly Raisman,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34658499614,Benny Leonard,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34687847644,Bobby Fischer,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34758486684,Dara Torres,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34732700415,David Stern,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34681717979,Dolph Schayes,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-20511030,Emanuel Lasker,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34687849302,Garry Kasparov,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-75741236,Hank Greenberg,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34676558315,Helene Mayer,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34657838578,Howard Cosell,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34758916832,Irina Press,,,Sports,3,Jews in World Culture and Science,,https://en.wikipedia.org/wiki/Irina_Press,,,,
profile-34664904957,Lenny Krayzelburg,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-74882819,Max Baer,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34758958460,Mikhail Tal,,,Sports,3,Jews in World Culture and Science,,https://en.wikipedia.org/wiki/Mikhail_Tal,,,,
profile-34707317511,Nancy Lieberman,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-123123896,Nat Holman ,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-115055135,Red Auerbach,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-2095838,Red Holzman,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-11802054293,Sid Luckman,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-34758916614,Sidney Franklin,,,Sports,3,Jews in World Culture and Science,,https://en.wikipedia.org/wiki/Sidney_Franklin_(bullfighter),,,,
profile-34758917042,Tamara Press,,,Sports,3,Jews in World Culture and Science,,https://en.wikipedia.org/wiki/Tamara_Press,,,,
profile-126368401,Wilhelm Steinitz,,,Sports,3,Jews in World Culture and Science,,,,,,
profile-89336421,Anne Frank,,"יהודים בתרבות העולם, קיר ירמי פינקוס",The Holocaust,3,Jews in World Culture and Science,,,,,,
profile-34667005193,Claude Lanzmann,,,The Holocaust,3,Jews in World Culture and Science,,,,,,
profile-34628777085,Janusz Korczak,,"העת החדשה, שנים של תקווה וייאוש",The Holocaust,3,Jews in World Culture and Science,,,,,,
profile-34678219783,Marek Edelman,,,The Holocaust,3,Jews in World Culture and Science,,,,,,
6000000021556351132,Moritz Daniel Oppenheim,,,Visual Art,3,Jews in World Culture and Science,,"כפול, יש כבר את הפרופיל שלו ברשימה",DOUBLE,,,
6000000151329689952,Marta Kauffman,,"אמנויות הבימה, קולנוע, חלוצי טלוויזיה באמריקה",Cinema & Television,3,Jews in World Culture and Science,,,double,,old list,
profile-34667043227,Anton Grigorevich Rubinstein,,,Classical Music,3,Jukebox,,,,,,
profile-3803357,David Fyodorovich Oistrakh,,,Classical Music,3,Jukebox,,,,,,
profile-34756181504,Evgeny Igorevich Kissin,,,Classical Music,3,Jukebox,,,,,,
profile-110953597,Felix Mendelssohn Bartholdy,,,Classical Music,3,Jukebox,,,,,,
profile-86792535,Giacomo Meyer Meyerbeer,,,Classical Music,3,Jukebox,,,,,,
profile-34710196684,James Levine,,,Classical Music,3,Jukebox,,,,,,
profile-2199338,Murray Mauri Perahia,,,Classical Music,3,Jukebox,,,,,,
profile-34714873403,Nathan Mironovitch Milstein,,,Classical Music,3,Jukebox,,,,,,
profile-25558562,Philip Morris Glass,,,Classical Music,3,Jukebox,,,,,,
profile-34709435931,Robert Merrill,,,Classical Music,3,Jukebox,,,,,,
profile-34657277662,Sir Andreas Schiff,,,Classical Music,3,Jukebox,,,,,,
profile-34665074674,Stephen Michael Reich,,,Classical Music,3,Jukebox,,,,,,
profile-34756026685,Vladimir Davidovich Ashkenazy,,,Classical Music,3,Jukebox,,,,,,
profile-34625689319,Vladimir Samoylovich Horowitz,,,Classical Music,3,Jukebox,,,,,,
profile-34756027147,Yefim Naumovich Bronfman,,,Classical Music,3,Jukebox,,,,,,
profile-35309281,Abel Meeropol,,,Popular Music,3,Jukebox,,,,,,
6000000018379168351,Adam Lambert,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
6000000051175999863,Ahuva Ozeri,,"אמנויות הבימה, מוזיקה, בין מזרח ומערב - אולם קונצרטים",Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורפה ל-BH",DONE,,,
profile-34663830461,Alan Freed,,,Popular Music,3,Jukebox,,,,,,
6000000082945749154,Alan Menken,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
6000000013385748844,Amy Winehouse,,"אמנויות הבימה, מוזיקה, האם יש רוק יהודי? ",Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורפה ל-BH",DONE,,,
profile-72640857,André Previn,,,Popular Music,3,Jukebox,,,,,,
6000000016632732143,Ariel Zilber,,,Popular Music,3,Jukebox,,"כפול, יש כבר את הפרופיל שלו ברשימה",,old list,,
6000000023773581362,Arik Einstein,,,Popular Music,3,Jukebox,,"יש פרופיל, צורף ל-BH (אולי כפול)",DONE,,,
6000000016554448402,Arik Lavie,,,Popular Music,3,Jukebox,,"כפול, יש כבר את הפרופיל שלו ברשימה",,old list,,
profile-34666230984,Art Garfunkel,,"אמנויות הבימה, מוזיקה, האם יש רוק יהודי? ",Popular Music,3,Jukebox,,,,,,
6000000006823379981,Artie Shaw,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
6000000026093871925,Aviv Geffen,,,Popular Music,3,Jukebox,,"יש פרופיל, צורף ל-BH (אולי כפול)",DOUBLE?,,,
6000000028610667030,Buddy Rich,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
6000000012997071279,Cass Elliot,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורפה ל-BH",DONE,,,
6000000000138948278,Danny Elfman,,,Popular Music,3,Jukebox,,"יש פרופיל בג'ני, הוספתי עברית צורף ל-BH",DONE,,,
6000000056192467946,Daryl Hall,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
profile-34666681203,David Fisher,,,Popular Music,3,Jukebox,,,,,,
profile-34680375894,David Lawrence Geffen,,,Popular Music,3,Jukebox,,,,,,
6000000027343974011,Drake,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
6000000021948456122,Eydie Gormé,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורפה ל-BH",DONE,,,
6000000018846378148,Harold Arlen,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
6000000015935082444,Harry Connick Jr.,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
6000000167386993021,Herb Alpert,,,Popular Music,3,Jukebox,,יש פרופיל פרטי אי אפשר להוסיף דבר,Private profile,https://www.geni.com/people/private/6000000011560584221,,
6000000025767421943,Herbie Mann,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",,,,
6000000024889963803,Idina Menzel,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורפה ל-BH",DONE,,,
6000000020958939945,James Horner,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
6000000001599349223,James Howard,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
profile-72648750,Jerome David Kern,,,Popular Music,3,Jukebox,,,,,,
6000000014198162032,Johnny Clegg,,,Popular Music,3,Jukebox,,"יש פרופיל, אין מילה בעברית עליו, צורף ל-BH",DONE,No Hebrew,,
6000000031213113838,Joshua Redman,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
6000000011656527677,Kenny G,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
profile-34623786300,Kurt Julian Weill,,,Popular Music,3,Jukebox,,,,,,
6000000004216070326,Lisa Loeb8,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורפה ל-BH",DONE,,,
profile-34693666557,Lorenz Milton Hart,,,Popular Music,3,Jukebox,,,,,,
profile-34676350208,Malcolm McLaren,,,Popular Music,3,Jukebox,,,,,,
profile-34678127431,Mark Reed Levin,,,Popular Music,3,Jukebox,,,,,,
6000000015121088909,Mel Torme,,,Popular Music,3,Jukebox,,"יש לו פרופיל, אין עליו מילה בעברית, צורף ל-BH",DONE,No Hebrew,,
6000000087857623881,Melissa Manchester,,,Popular Music,3,Jukebox,,"יש פרופיל בג'ני, אין שום מידע בעברית, צורפה ל-BH",DONE,No Hebrew,,
6000000114111064833,Meredith Monk,,,Popular Music,3,Jukebox,,יש פרופיל פרטי אי אפשר להוסיף מילה/ לא צורפה ל-BH,Private on Geni no Hebrew,,,
6000000002398589265,Michael Bolton,,,Popular Music,3,Jukebox,,"יש פרופיל בג'ני, אין שום מידע בעברית, צורף ל-BH",DONE )no Hebrew),,,
profile-34676997011,Monique Andrée Serf,," יהודים בתרבות העולם, ירמי פינקוס",Popular Music,3,Jukebox,,,,,,
6000000016551053950,Naomi Shemer,," אמנויות הבימה, מוזיקה, האם יש רוק יהודי? ",Popular Music,3,Jukebox,,"כפול, יש כבר את הפרופיל שלה ברשימה",,old list,,
6000000026435558331,Netta Barzilai,,,Popular Music,3,Jukebox,,יש פרופיל הוספתי עברית צורפה ל-BH,DONE,,,
6000000007999000551,Nina Hagen,,,Popular Music,3,Jukebox,,אין פרופיל בעברית בויקיפדיה. צורפה ל-BH,No Hebrew-done,,,
6000000021490490565,Noam Sheriff,,,Popular Music,3,Jukebox,,יש פרופיל צורף ל-BH,DONE,,,
6000000007890667448,Paul Desmond,,,Popular Music,3,Jukebox,,"הוספתי עברית, צורף ל-BH",DONE,,,
6000000007750819246,Paula Abdul,,,Popular Music,3,Jukebox,,הוספתי עברית צורפה ל-BH,DONE(request),,,
profile-34621690186,Richard Rodgers,,,Popular Music,3,Jukebox,,,,,,
6000000007265631531,Sandra Bernhard,,,Popular Music,3,Jukebox,,"יש פרופיל בג'ני, הוספתי עברית, צורפה ל-BH",DONE,,,
5226407115840116181,Shlomo Carlebach,,"אמנויות הבימה, מוזיקה, מהכלייזמר עד הראפ החסידי",Popular Music,3,Jukebox,,"יש פרופיל בג'ני, הוספתי עברית צורף ל-BH",DONE,,,
4459244921790039047,Sophie Tucker,,,Popular Music,3,Jukebox,,"יש בפורפיל בג'ני, הוספתי בעברית, צורפה ל-BH",DONE,,,
6000000017556782087,Stan Getz,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
6000000018175941822,Susanna Hoffs,,,Popular Music,3,Jukebox,,"יש פרופיל, הוספתי עברית, צורפה ל-BH",DONE,,,
6000000037172254228,Maryam Yakubova,,,Cinema & Television,2,Shine a Light Boxes,,"יש פרופיל בג'ני, הוספתי אנגלית, אין עברית בכלל, צורפה ל-BH",,DONE,,
6000000017208083687,Bulan,,,Diplomacy,2,Shine a Light Boxes,,,,,,
profile-47093845,Helen Suzman,,,Diplomacy,2,Shine a Light Boxes,,,,,,
profile-74223070,Moses Haim Montefiore,,,Diplomacy,2,Shine a Light Boxes,,,,,,
profile-34633589753,Sir Isaac Alfred Isaacs,,,Diplomacy,2,Shine a Light Boxes,,,,,,
6000000010643019194,Baruch Spinoza,,,Humanities & Religion,2,Shine a Light Boxes,,,,,,
6000000007987676898,Rabbi Meir ben Baruch from Rothenberg,,,Humanities & Religion,2,Shine a Light Boxes,,,,,,
6000000090824391895,Rabbi David Buzaglo,," אמנויות הבימה, מוזיקה, מהכלייזמר עד הראפ החסידי",Literature & Poetry,2,Shine a Light Boxes,,"הפרופיל ללא אנגלית, פרופיל נעול בקשתי לצרפו ל-BH",Locked(request),,,
profile-41140356,Niels Bohr,,,Science,2,Shine a Light Boxes,,,,,,
6000000007891306479,Rabbi Abraham ben Shmuel Zacuto,,,Science,2,Shine a Light Boxes,,,,,,
6000000019181856650,Angelica Rozeanu Adelstein,,,Sports,2,Shine a Light Boxes,,https://en.wikipedia.org/wiki/Angelica_Rozeanu,,,,
6000000151328069054,Judit Polgar,,,Sports,2,Shine a Light Boxes,,,Geni user,,,
profile-68631272,Sandy Koufax,,"העת החדשה, ההגירה הגדולה ",Sports,2,Shine a Light Boxes,,,,,,
6000000024349737446,Sigmund Breitbart,,,Theatre,2,Shine a Light Boxes,,,,,,
6000000010772471214,Rabbi Judah ben Shlomo Hai Alkalai,,,Diplomacy,2,Shine a Light Boxes,,,,,,
6000000129313672868,Rabbi Isaac ben Solomon Israeli,,,Humanities & Religion,2,Shine a Light Boxes,,,,,,
6000000151328406876,Lalo Schifrin,,,Classical Music,2,Shine a Light Boxes,,,Geni user,,,
4983931847490020824,Adolf Burger,,,The Holocaust,2,Shine a Light Boxes,,https://en.wikipedia.org/wiki/Adolf_Burger,,,,
profile-34757647251,Leila Mourad,," יהודים בתרבות העולם, קיר ירמי פינקוס",Popular Music,2,Spectacular Stars (Films),,,,,,
6000000010039293043,Line Monty,,,Popular Music,2,Spectacular Stars (Films),,"יש פרופיל, הוספתי עברית, צורף ל-BH",DONE,,,
profile-34716232586,Alexander Hilary Kurtzman,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34727037352,Amy Sherman-Palladino,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-76577118,Dame Elizabeth Taylor,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34758309331,Darren Bennett Star,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34646753395,Donald Siegel,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34662923254,Dustin Lee Hoffman,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34657812461,Edward G. Robinson,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34664674200,Ethan Jesse Coen,,"אמנויות הבימה, קולנוע, האם יש בהוליווד קולנוע יהודי",Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34650502115,Gary David Goldberg,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-102789668,Irving Grant Thalberg,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34659210562,Irwin Lawrence Mazursky,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34629974264,J. J. Abrams,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-72658220,Jack L. Warner,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34758766775,James S Abrahams,,,Cinema & Television,3,Jews in World Culture and Science,,https://en.wikipedia.org/wiki/Jim_Abrahams,,,,
profile-34625671691,Jesse L. Lasky,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34664674192,Joel David Coen,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34757839743,John David Landis,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-81865726,Louis B. Mayer,,"אמנויות הבימה, קולנוע, האם יש בהוליווד קולנוע יהודי? ",Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-114346213,Mae West,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34713837884,Marcel Ophuls,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-28625924,Marcus Loew,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-112498828,Matthew Hoffman Weiner,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34694502697,Max Ophuls,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34667752262,Michael Benjamin Bay,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-67537457,Michael Orowitz Landon,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34662394006,Norman Milton Lear,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-43617454,River Jude Phoenix,,,Cinema & Television,3,Jews in World Culture and Science,,https://en.wikipedia.org/wiki/River_Phoenix,,,,
profile-81749581,"Robert Downey, Jr.",,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34626887458,Roman Thierry Polanski,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34622385453,"Sammy Davis, Jr.",,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34668631501,Sergei Mikhailovich Eisenstein,,"אמנויות הבימה, קולנוע, מה משותף לקולנוע ביידיש ולקולנוע אוונגרד יהודי",Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34623628511,Seth Aaron Rogen,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34661266601,Sidney Arthur Lumet,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34702974307,Simon David Kinberg,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-84414588,Simon Philip Cowell,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-93429633,Sir Daniel Day-Lewis,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34718356941,Steven Ronald Bochco,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-34757840950,Todd Solondz,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-72188231,William Wyler,,,Cinema & Television,3,Jews in World Culture and Science,,,,,,
profile-71563234,Adolphe Crémieux,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-8456114,Bayezid II of the Ottoman Empire,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34670590775,Boris Efimovich Nemtsov,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-125763165,Dominique Gaston André Strauss-Kahn,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-5351142293,Edward Irving Koch,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34696342252,Grigory Evseevich Zinoviev,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-62685057,Henry Alfred Kissinger,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-100422943,Ivanka Trump,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-128413229,Jared Kushner,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34752594313,Jerry Clyde Rubin,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-87203744,John Phillip Key,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-39754548,Léon Blum,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-21616190,Mátyás Rákosi ,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34708592384,Maxim Maximovich Litvinov,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-44576206,Michel Debré,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34752518836,Mikhail Yefimovich Fradkov,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-44066342,Pierre Isaac Isidore Mendès-France,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34658247873,Rep. Barney Frank,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-81531800,Samuel Solomon Gompers,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34752595770,Sergey Vladilenovich Kiriyenko,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34711915788,Sidney Costantino Sonnino,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34622861692,Sir Julius Vogel,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34623130400,Sir Roy Welensky,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-94861765,Theodor Binyamin Ze'ev Herzl ,,"יהודים בתרבות העולם, קיר ירמי פינקוס",Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34729923685,Volodymyr Oleksandrovych Zelensky,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34708564259,Yevgeny Maksimovich Primakov,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-113480625,Ze'ev Vladimir Yevgenyevich Jabotinsky,,,Diplomacy,3,Jews in World Culture and Science,,,,,,
profile-34716254885,Adam Neumann,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34732618384,Adam Singolda,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34676614263,Amos Nathan Tversky,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-44578651,Baron Edmond James de Rothschild,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-20700212,Baron James Mayer de Rothschild,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34625527906,Ben Shalom Bernanke,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-63879969,Beni Landa,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34626607850,Bernard Mannes Baruch,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34711163489,Boris Abramovich Berezovsky,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34681228184,Calvin Richard Klein,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-114492377,Donald Nicholas Pritzker,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34694044162,Donna Ivy Karan,,"יהודים בתרבות העולם, ירמי פינקוס",Economics,3,Jews in World Culture and Science,,,,,,
profile-34687455876,Doris Lee Fisher,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-4147459,Edmond Jacob Safra,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-10158586,Efi Efraim Arazi,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-87275136,Emanuel Low Lehman,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34667190218,Gary Stanley Becker,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-66561585,Gerson Marcus Warburg,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-54636784,Hon. August Belmont I,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34693178167,Jacob A. Frenkel,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-103560659,Jacob Rothschild,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-114491281,Jay Arthur Pritzker,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-58000739,Joseph Bernard Bloomingdale,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-36463144,Joseph Eugene Stiglitz,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-84781947,Joseph Vardi,,,Economics,3,Jews in World Culture and Science,,https://en.wikipedia.org/wiki/Yossi_Vardi,,,,
profile-44596986,Lionel Nathan de Rothschild,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34656539846,Lyman Gustavus Bloomingdale,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-34661590628,Michael Robert Milken,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-74220438,Nathan Mayer Rothschild,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-44555073,Paul Moritz Warburg,,,Economics,3,Jews in World Culture and Science,,,,,,
profile-9936714,Paul Robin Krugman,,,Economics,3,Jews in World Culture and Science,,,,,,
